id,rating
"460",4
"461",7
"462",4
"463",7
"464",8
"465",5
"466",7
"467",7
"468",8
"469",7
"470",8
"471",7
"472",10
"473",7
"474",8
"475",7
"476",7
"477",7
"478",8
"479",10
"480",8
"481",8
"482",7
"483",8
"484",9
"485",8
"486",7
"487",8
"488",6
"489",7
"490",8
"491",8
"492",8
"493",8
"494",8
"495",8
"496",8
"497",7
"498",8
"499",9
"500",8
"501",8
"502",8
"503",7
"504",4
"505",7
"506",7
"507",6
"508",7
"509",7
"510",6
"511",8
"512",7
"513",7
"514",4
"515",7
"516",8
"517",7
"518",6
"519",7
"520",10
"521",8
"522",9
"523",5
"524",7
"525",7
"526",8
"527",8
"528",8
"529",7
"530",6
"531",7
"532",8
"533",5
"534",6
"535",8
"536",8
"537",8
"538",7
"539",8
"540",7
"541",6
"542",7
"543",8
"544",7
"545",7
"546",6
"547",4
"548",7
"549",7
"550",7
"551",5
"552",10
"553",7
"554",8
"555",7
"556",7
"557",7
"558",9
"559",7
"560",7
"561",8
"562",7
"563",6
"564",8
"565",7
"566",7
"567",7
"568",8
"569",8
"570",8
"571",6
"572",8
"573",7
"574",7
"575",8
"576",7
"577",10
"578",8
"579",6
"580",7
"581",7
"582",6
"583",8
"584",7
"585",8
"586",8
"587",6
"588",7
"589",7
"590",8
"591",7
"592",7
"593",7
"594",6
"595",10
"596",7
"597",7
"598",7
"599",7
"600",6
"601",8
"602",7
"603",7
"604",7
"605",7
"606",7
"607",6
"608",7
"609",6
"610",8
"611",8
"612",9
"613",8
"614",7
"615",7
"616",7
"617",7
"618",8
"619",7
"620",8
"621",8
"622",7
"623",8
"624",7
"625",7
"626",6
"627",6
"628",7
"629",7
"630",7
"631",8
"632",8
"633",7
"634",7
"635",7
"636",8
"637",8
"638",8
"639",7
"640",8
"641",6
"642",6
"643",8
"644",7
"645",7
"646",7
"647",7
"648",8
"649",5
"650",6
"651",7
"652",7
"653",7
"654",8
"655",6
"656",8
"657",7
"658",8
"659",9
"660",4
"661",7
"662",7
"663",8
"664",7
"665",7
"666",6
"667",8
"668",8
"669",7
"670",8
"671",7
"672",8
"673",8
"674",8
"675",8
"676",7
"677",7
"678",7
"679",6
"680",7
"681",7
"682",8
"683",6
"684",8
"685",8
"686",7
"687",7
"688",8
"689",8
"690",7
"691",7
"692",8
"693",7
"694",7
"695",8
"696",8
"697",6
"698",8
"699",7
"700",8
"701",10
"702",6
"703",8
"704",8
"705",6
"706",7
"707",8
"708",7
"709",7
"710",7
"711",6
"712",7
"713",7
"714",7
"715",7
"716",7
"717",8
"718",8
"719",7
"720",7
"721",7
"722",7
"723",8
"724",7
"725",7
"726",8
"727",7
"728",8
"729",8
"730",10
"731",7
"732",7
"733",9
"734",8
"735",7
"736",7
"737",8
"738",8
"739",7
"740",7
"741",7
"742",7
"743",8
"744",7
"745",7
"746",6
"747",8
"748",7
"749",8
"750",8
"751",8
"752",7
"753",8
"754",8
"755",7
"756",7
"757",5
"758",8
"759",7
"760",8
"761",7
"762",6
"763",6
"764",8
"765",8
"766",8
"767",7
"768",8
"769",6
"770",8
"771",8
"772",7
"773",7
"774",7
"775",7
"776",8
"777",4
"778",7
"779",7
"780",7
"781",7
"782",7
"783",8
"784",8
"785",7
"786",6
"787",8
"788",8
"789",7
"790",7
"791",7
"792",7
"793",7
"794",7
"795",8
"796",7
"797",7
"798",6
"799",7
"800",8
"801",7
"802",8
"803",10
"804",7
"805",7
"806",5
"807",8
"808",10
"809",7
"810",7
"811",7
"812",8
"813",8
"814",4
"815",7
"816",6
"817",7
"818",7
"819",7
"820",8
"821",8
"822",8
"823",7
"824",7
"825",8
"826",7
"827",8
"828",7
"829",8
"830",8
"831",8
"832",8
"833",7
"834",7
"835",8
"836",7
"837",7
"838",7
"839",7
"840",8
"841",8
"842",7
"843",8
"844",7
"845",7
"846",8
"847",8
"848",8
"849",7
"850",7
"851",7
"852",7
"853",7
"854",7
"855",6
"856",7
"857",7
"858",8
"859",6
"860",7
"861",6
"862",7
"863",8
"864",8
"865",8
"866",8
"867",7
"868",8
"869",7
"870",8
"871",7
"872",8
"873",8
"874",8
"875",6
"876",8
"877",8
"878",8
"879",6
"880",7
"881",7
"882",6
"883",9
"884",7
"885",6
"886",4
"887",8
"888",6
"889",8
"890",8
"891",8
"892",10
"893",7
"894",6
"895",6
"896",6
"897",7
"898",10
"899",7
"900",7
"901",6
"902",7
"903",7
"904",6
"905",7
"906",7
"907",10
"908",6
"909",6
"910",7
"911",7
"912",8
"913",7
"914",7
"915",8
"916",8
"917",8
"918",8
"919",8
"920",7
"921",7
"922",10
"923",8
"924",7
"925",7
"926",8
"927",7
"928",8
"929",8
"930",8
"931",8
"932",8
"933",7
"934",8
"935",7
"936",10
"937",4
"938",7
"939",8
"940",7
"941",8
"942",8
"943",7
"944",7
"945",7
"946",8
"947",6
"948",8
"949",7
"950",7
"951",8
"952",8
"953",10
"954",8
"955",7
"956",8
"957",7
"958",7
"959",7
"960",7
"961",8
"962",7
"963",7
"964",7
"965",7
"966",7
"967",7
"968",7
"969",6
"970",7
"971",7
"972",7
"973",6
"974",8
"975",7
"976",8
"977",6
"978",6
"979",7
"980",7
"981",6
"982",6
"983",8
"984",7
"985",6
"986",6
"987",6
"988",7
"989",8
"990",7
"991",6
"992",8
"993",7
"994",8
"995",7
"996",8
"997",6
"998",8
"999",7
"1000",7
"1001",7
"1002",7
"1003",6
"1004",6
"1005",6
"1006",10
"1007",6
"1008",7
"1009",6
"1010",7
"1011",7
"1012",7
"1013",6
"1014",8
"1015",7
"1016",7
"1017",8
"1018",7
"1019",7
"1020",8
"1021",8
"1022",7
"1023",7
"1024",7
"1025",6
"1026",7
"1027",7
"1028",7
"1029",7
"1030",6
"1031",7
"1032",8
"1033",8
"1034",8
"1035",7
"1036",10
"1037",8
"1038",7
"1039",8
"1040",10
"1041",7
"1042",7
"1043",6
"1044",8
"1045",8
"1046",8
"1047",7
"1048",8
"1049",7
"1050",7
"1051",7
"1052",8
"1053",7
"1054",8
"1055",8
"1056",8
"1057",8
"1058",7
"1059",8
"1060",7
"1061",7
"1062",7
"1063",7
"1064",7
"1065",6
"1066",6
"1067",8
"1068",7
"1069",6
"1070",7
"1071",8
"1072",5
"1073",8
"1074",7
"1075",7
"1076",7
"1077",6
"1078",8
"1079",8
"1080",7
"1081",8
"1082",6
"1083",10
"1084",8
"1085",6
"1086",8
"1087",6
"1088",8
"1089",8
"1090",9
"1091",7
"1092",7
"1093",7
"1094",9
"1095",8
"1096",7
"1097",7
"1098",8
"1099",7
"1100",8
"1101",9
"1102",8
"1103",8
"1104",8
"1105",8
"1106",9
"1107",8
"1108",7
"1109",7
"1110",7
"1111",8
"1112",8
"1113",7
"1114",7
"1115",8
"1116",7
"1117",8
"1118",7
"1119",7
"1120",8
"1121",8
"1122",7
"1123",7
"1124",6
"1125",7
"1126",8
"1127",9
"1128",6
"1129",7
"1130",8
"1131",7
"1132",8
"1133",7
"1134",7
"1135",7
"1136",8
"1137",6
"1138",8
"1139",7
"1140",7
"1141",7
"1142",6
"1143",9
"1144",8
"1145",7
"1146",7
"1147",9
"1148",8
"1149",7
"1150",8
"1151",7
"1152",7
"1153",8
"1154",7
"1155",7
"1156",7
"1157",7
"1158",8
"1159",7
"1160",6
"1161",7
"1162",7
"1163",7
"1164",8
"1165",8
"1166",6
"1167",8
"1168",7
"1169",7
"1170",7
"1171",6
"1172",6
"1173",8
"1174",8
"1175",7
"1176",8
"1177",8
"1178",8
"1179",5
"1180",7
"1181",8
"1182",9
"1183",8
"1184",6
"1185",7
"1186",8
"1187",7
"1188",7
"1189",6
"1190",8
"1191",7
"1192",8
"1193",8
"1194",7
"1195",7
"1196",7
"1197",7
"1198",8
"1199",8
"1200",8
"1201",8
"1202",8
"1203",8
"1204",6
"1205",7
"1206",7
"1207",7
"1208",7
"1209",8
"1210",7
"1211",7
"1212",7
"1213",7
"1214",10
"1215",7
"1216",8
"1217",8
"1218",7
"1219",8
"1220",7
"1221",7
"1222",9
"1223",8
"1224",8
"1225",7
"1226",8
"1227",8
"1228",8
"1229",8
"1230",7
"1231",6
"1232",7
"1233",7
"1234",6
"1235",8
"1236",8
"1237",8
"1238",7
"1239",8
"1240",8
"1241",7
"1242",8
"1243",7
"1244",7
"1245",8
"1246",7
"1247",8
"1248",8
"1249",7
"1250",8
"1251",7
"1252",8
"1253",6
"1254",7
"1255",7
"1256",7
"1257",8
"1258",8
"1259",6
"1260",6
"1261",8
"1262",7
"1263",7
"1264",7
"1265",7
"1266",7
"1267",8
"1268",8
"1269",7
"1270",8
"1271",7
"1272",7
"1273",7
"1274",8
"1275",7
"1276",8
"1277",7
"1278",7
"1279",10
"1280",6
"1281",7
"1282",7
"1283",7
"1284",7
"1285",8
"1286",8
"1287",8
"1288",7
"1289",7
"1290",8
"1291",8
"1292",8
"1293",7
"1294",8
"1295",7
"1296",6
"1297",7
"1298",8
"1299",7
"1300",6
"1301",7
"1302",8
"1303",7
"1304",8
"1305",7
"1306",7
"1307",9
"1308",8
"1309",7
"1310",7
"1311",7
"1312",8
"1313",7
"1314",7
"1315",8
"1316",8
"1317",8
"1318",7
"1319",6
"1320",8
"1321",8
"1322",8
"1323",7
"1324",8
"1325",8
"1326",3
"1327",7
"1328",7
"1329",7
"1330",7
"1331",7
"1332",7
"1333",7
"1334",7
"1335",7
"1336",7
"1337",9
"1338",8
"1339",7
"1340",8
"1341",7
"1342",7
"1343",7
"1344",7
"1345",10
"1346",7
"1347",6
"1348",8
"1349",8
"1350",8
"1351",8
"1352",8
"1353",7
"1354",10
"1355",8
"1356",9
"1357",7
"1358",7
"1359",8
"1360",8
"1361",8
"1362",8
"1363",7
"1364",8
"1365",9
"1366",7
"1367",7
"1368",8
"1369",7
"1370",8
"1371",8
"1372",7
"1373",8
"1374",8
"1375",5
"1376",7
"1377",6
"1378",10
"1379",7
"1380",7
"1381",8
"1382",8
"1383",10
"1384",7
"1385",7
"1386",7
"1387",7
"1388",8
"1389",9
"1390",8
"1391",8
"1392",7
"1393",7
"1394",7
"1395",8
"1396",7
"1397",7
"1398",6
"1399",8
"1400",8
"1401",7
"1402",7
"1403",7
"1404",7
"1405",7
"1406",8
"1407",10
"1408",8
"1409",7
"1410",9
"1411",8
"1412",8
"1413",8
"1414",8
"1415",6
"1416",9
"1417",7
"1418",7
"1419",7
"1420",8
"1421",8
"1422",8
"1423",8
"1424",7
"1425",6
"1426",7
"1427",8
"1428",8
"1429",7
"1430",7
"1431",7
"1432",6
"1433",7
"1434",6
"1435",8
"1436",9
"1437",8
"1438",10
"1439",7
"1440",8
"1441",8
"1442",7
"1443",10
"1444",7
"1445",8
"1446",7
"1447",8
"1448",7
"1449",8
"1450",8
"1451",8
"1452",7
"1453",7
"1454",7
"1455",7
"1456",8
"1457",8
"1458",6
"1459",7
"1460",8
"1461",8
"1462",8
"1463",7
"1464",8
"1465",8
"1466",7
"1467",8
"1468",9
"1469",7
"1470",8
"1471",6
"1472",8
"1473",7
"1474",8
"1475",7
"1476",8
"1477",8
"1478",8
"1479",8
"1480",7
"1481",7
"1482",7
"1483",8
"1484",8
"1485",7
"1486",6
"1487",8
"1488",7
"1489",8
"1490",8
"1491",5
"1492",7
"1493",8
"1494",7
"1495",8
"1496",7
"1497",8
"1498",7
"1499",8
"1500",8
"1501",6
"1502",6
"1503",5
"1504",7
"1505",8
"1506",7
"1507",6
"1508",5
"1509",7
"1510",8
"1511",8
"1512",7
"1513",7
"1514",6
"1515",7
"1516",8
"1517",5
"1518",8
"1519",7
"1520",7
"1521",8
"1522",7
"1523",8
"1524",8
"1525",7
"1526",8
"1527",8
"1528",7
"1529",7
"1530",10
"1531",6
"1532",8
"1533",8
"1534",7
"1535",8
"1536",8
"1537",8
"1538",7
"1539",8
"1540",6
"1541",8
"1542",7
"1543",8
"1544",6
"1545",10
"1546",6
"1547",8
"1548",8
"1549",7
"1550",7
"1551",8
"1552",8
"1553",6
"1554",7
"1555",8
"1556",9
"1557",8
"1558",7
"1559",6
"1560",7
"1561",8
"1562",9
"1563",7
"1564",7
"1565",6
"1566",8
"1567",8
"1568",7
"1569",8
"1570",7
"1571",9
"1572",6
"1573",6
"1574",7
"1575",8
"1576",6
"1577",7
"1578",8
"1579",6
"1580",7
"1581",8
"1582",4
"1583",8
"1584",8
"1585",7
"1586",8
"1587",8
"1588",9
"1589",7
"1590",8
"1591",9
"1592",7
"1593",7
"1594",8
"1595",8
"1596",7
"1597",10
"1598",6
"1599",7
"1600",7
"1601",7
"1602",7
"1603",8
"1604",7
"1605",8
"1606",6
"1607",6
"1608",8
"1609",8
"1610",7
"1611",8
"1612",7
"1613",7
"1614",8
"1615",10
"1616",7
"1617",8
"1618",8
"1619",8
"1620",7
"1621",9
"1622",6
"1623",8
"1624",8
"1625",7
"1626",8
"1627",7
"1628",8
"1629",6
"1630",7
"1631",7
"1632",8
"1633",10
"1634",8
"1635",7
"1636",8
"1637",7
"1638",8
"1639",8
"1640",8
"1641",8
"1642",7
"1643",8
"1644",7
"1645",7
"1646",7
"1647",7
"1648",7
"1649",7
"1650",7
"1651",8
"1652",9
"1653",8
"1654",8
"1655",7
"1656",7
"1657",5
"1658",7
"1659",7
"1660",8
"1661",7
"1662",8
"1663",8
"1664",8
"1665",8
"1666",8
"1667",7
"1668",8
"1669",8
"1670",8
"1671",7
"1672",8
"1673",10
"1674",8
"1675",8
"1676",7
"1677",8
"1678",8
"1679",8
"1680",8
"1681",7
"1682",8
"1683",7
"1684",7
"1685",7
"1686",7
"1687",7
"1688",6
"1689",8
"1690",6
"1691",7
"1692",8
"1693",8
"1694",8
"1695",8
"1696",8
"1697",8
"1698",8
"1699",7
"1700",8
"1701",6
"1702",6
"1703",8
"1704",10
"1705",7
"1706",7
"1707",8
"1708",7
"1709",8
"1710",8
"1711",7
"1712",7
"1713",8
"1714",10
"1715",7
"1716",7
"1717",8
"1718",7
"1719",7
"1720",8
"1721",8
"1722",7
"1723",8
"1724",7
"1725",8
"1726",8
"1727",7
"1728",8
"1729",7
"1730",7
"1731",7
"1732",7
"1733",8
"1734",8
"1735",7
"1736",8
"1737",8
"1738",8
"1739",9
"1740",7
"1741",6
"1742",7
"1743",10
"1744",8
"1745",9
"1746",7
"1747",9
"1748",7
"1749",7
"1750",7
"1751",8
"1752",8
"1753",8
"1754",7
"1755",8
"1756",7
"1757",7
"1758",7
"1759",8
"1760",7
"1761",8
"1762",9
"1763",7
"1764",10
"1765",8
"1766",7
"1767",6
"1768",8
"1769",8
"1770",7
"1771",7
"1772",8
"1773",8
"1774",8
"1775",7
"1776",7
"1777",6
"1778",9
"1779",8
"1780",9
"1781",7
"1782",8
"1783",8
"1784",8
"1785",8
"1786",8
"1787",7
"1788",8
"1789",7
"1790",8
"1791",8
"1792",7
"1793",7
"1794",7
"1795",7
"1796",8
"1797",8
"1798",8
"1799",7
"1800",7
"1801",8
"1802",7
"1803",7
"1804",7
"1805",8
"1806",8
"1807",7
"1808",7
"1809",7
"1810",7
"1811",8
"1812",7
"1813",7
"1814",7
"1815",8
"1816",7
"1817",10
"1818",7
"1819",8
"1820",7
"1821",7
"1822",8
"1823",8
"1824",9
"1825",8
"1826",8
"1827",10
"1828",8
"1829",7
"1830",7
"1831",7
"1832",8
"1833",7
"1834",8
"1835",7
"1836",8
"1837",7
"1838",8
"1839",8
"1840",8
"1841",7
"1842",8
"1843",10
"1844",7
"1845",8
"1846",7
"1847",7
"1848",8
"1849",7
"1850",8
"1851",8
"1852",7
"1853",10
"1854",8
"1855",8
"1856",9
"1857",8
"1858",10
"1859",8
"1860",8
"1861",7
"1862",8
"1863",7
"1864",7
"1865",7
"1866",7
"1867",8
"1868",7
"1869",7
"1870",8
"1871",9
"1872",8
"1873",6
"1874",8
"1875",7
"1876",8
"1877",8
"1878",7
"1879",8
"1880",8
"1881",8
"1882",7
"1883",10
"1884",7
"1885",8
"1886",8
"1887",10
"1888",7
"1889",7
"1890",8
"1891",7
"1892",8
"1893",9
"1894",6
"1895",10
"1896",6
"1897",8
"1898",8
"1899",7
"1900",7
"1901",7
"1902",7
"1903",10
"1904",7
"1905",7
"1906",7
"1907",6
"1908",8
"1909",7
"1910",7
"1911",7
"1912",6
"1913",8
"1914",9
"1915",9
"1916",8
"1917",7
"1918",7
"1919",6
"1920",8
"1921",7
"1922",4
"1923",7
"1924",7
"1925",6
"1926",8
"1927",8
"1928",7
"1929",9
"1930",7
"1931",8
"1932",8
"1933",4
"1934",6
"1935",9
"1936",10
"1937",10
"1938",8
"1939",8
"1940",8
"1941",8
"1942",10
"1943",7
"1944",8
"1945",7
"1946",7
"1947",8
"1948",8
"1949",6
"1950",8
"1951",7
"1952",8
"1953",8
"1954",7
"1955",7
"1956",7
"1957",8
"1958",8
"1959",7
"1960",8
"1961",8
"1962",8
"1963",7
"1964",8
"1965",8
"1966",8
"1967",8
"1968",8
"1969",8
"1970",8
"1971",8
"1972",10
"1973",8
"1974",9
"1975",7
"1976",9
"1977",7
"1978",8
"1979",8
"1980",8
"1981",8
"1982",4
"1983",8
"1984",7
"1985",7
"1986",10
"1987",7
"1988",8
"1989",7
"1990",8
"1991",6
"1992",7
"1993",10
"1994",7
"1995",8
"1996",8
"1997",8
"1998",7
"1999",7
"2000",9
"2001",10
"2002",8
"2003",8
"2004",7
"2005",8
"2006",10
"2007",8
"2008",8
"2009",8
"2010",8
"2011",8
"2012",10
"2013",8
"2014",7
"2015",7
"2016",8
"2017",7
"2018",8
"2019",7
"2020",7
"2021",9
"2022",8
"2023",7
"2024",10
"2025",6
"2026",8
"2027",9
"2028",10
"2029",7
"2030",8
"2031",8
"2032",10
"2033",7
"2034",7
"2035",8
"2036",8
"2037",7
"2038",8
"2039",10
"2040",8
"2041",8
"2042",7
"2043",8
"2044",7
"2045",10
"2046",7
"2047",7
"2048",8
"2049",8
"2050",8
"2051",7
"2052",7
"2053",7
"2054",8
"2055",7
"2056",10
"2057",7
"2058",8
"2059",8
"2060",8
"2061",10
"2062",8
"2063",8
"2064",8
"2065",8
"2066",8
"2067",7
"2068",7
"2069",8
"2070",8
"2071",8
"2072",10
"2073",7
"2074",7
"2075",8
"2076",7
"2077",6
"2078",8
"2079",10
"2080",7
"2081",9
"2082",8
"2083",7
"2084",7
"2085",8
"2086",7
"2087",8
"2088",8
"2089",7
"2090",6
"2091",10
"2092",9
"2093",9
"2094",8
"2095",7
"2096",10
"2097",8
"2098",8
"2099",8
"2100",8
"2101",7
"2102",9
"2103",5
"2104",7
"2105",7
"2106",10
"2107",7
"2108",7
"2109",8
"2110",7
"2111",8
"2112",8
"2113",7
"2114",7
"2115",7
"2116",7
"2117",7
"2118",10
"2119",8
"2120",8
"2121",7
"2122",7
"2123",8
"2124",7
"2125",8
"2126",7
"2127",8
"2128",8
"2129",10
"2130",8
"2131",7
